nombre,edad,altura_cm,peso_kg,alcance_cm,splm,sapm,str_acc,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,imagen_url
Chad Mendes,40.964383561643835,167.64000000000001,65.77083999999999,167.64000000000001,2.78,2.35,0.49,0.67,4.13,0.55,1.0,0.3,18,5,
Augusto Mendes,43.12876712328767,167.64000000000001,61.23492,165.1,2.42,3.91,0.34,0.56,1.75,0.33,0.8,0.0,6,2,
Eddie Mendez,42.25479452054795,177.8,83.91452,0.0,1.71,3.43,0.33,0.11,0.0,0.0,0.0,0.0,8,3,
Mateus Mendonca,27.24109589041096,167.64000000000001,56.699,180.34,1.66,4.14,0.4,0.3,2.54,0.27,0.55,0.4,10,3,
Luis Mendoza,0.0,0.0,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Pietro Menga,38.16986301369863,170.18,56.699,172.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,
Alonzo Menifield,38.4986301369863,182.88,92.98636,193.04,3.77,3.81,0.53,0.5,0.5,0.31,0.78,0.2,17,6,
Ivan Menjivar,43.88767123287671,167.64000000000001,65.77083999999999,162.56,2.78,2.76,0.37,0.65,0.56,0.28,0.38,1.0,25,12,
Dave Menne,51.728767123287675,177.8,77.11064,0.0,1.84,1.99,0.44,0.42,0.46,0.5,0.57,2.5,45,17,
Steve Mensing,48.36986301369863,180.34,83.91452,0.0,0.0,9.51,0.0,0.42,0.0,0.0,0.0,0.0,9,13,
Buck Meredith,43.92328767123288,187.96,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,
Adam Meredith,0.0,187.96,77.11064,0.0,2.63,2.11,0.5,0.55,7.89,1.0,1.0,7.9,5,3,
Nick Meregali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
Joe Merritt,42.11506849315069,182.88,77.11064,0.0,1.53,0.73,0.58,0.66,0.0,0.0,0.68,0.0,7,2,
Bia Mesquita,35.02739726027397,162.56,61.23492,170.18,4.98,0.83,0.57,0.73,4.15,0.66,0.0,2.1,6,0,
Jeremiah Metcalf,44.778082191780825,185.42,83.91452,0.0,1.74,0.27,0.59,0.6,4.02,0.66,1.0,2.0,13,7,
Jonathan Meunier,38.704109589041096,190.5,77.11064,0.0,3.47,1.43,0.5,0.69,0.58,0.33,0.58,0.0,8,1,
Yaotzin Meza,45.202739726027396,175.26,65.77083999999999,180.34,1.43,1.62,0.41,0.64,1.06,0.2,0.18,1.4,21,11,
Guy Mezger,58.30684931506849,185.42,90.7184,0.0,2.3,1.36,0.32,0.72,0.39,0.5,0.88,0.0,30,14,
David Mgoyan,21.8,175.26,65.77083999999999,177.8,5.67,7.53,0.44,0.48,2.0,0.16,1.0,1.0,7,1,
Jonathan Micallef,27.112328767123287,182.88,77.11064,195.58,3.96,4.22,0.41,0.56,1.13,0.66,0.75,1.1,9,1,
Brandon Michaels,43.41095890410959,175.26,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,
Andreas Michailidis,37.74794520547945,182.88,77.11064,193.04,2.9,3.57,0.51,0.44,1.12,0.27,0.5,0.0,13,6,
David Michaud,37.43287671232877,175.26,70.30676,0.0,3.25,4.45,0.43,0.54,2.53,0.58,0.77,0.7,11,3,
Chris Mickle,42.775342465753425,175.26,65.77083999999999,0.0,3.03,9.7,0.27,0.48,0.0,0.0,0.0,0.0,30,21,
Zachary Micklewright,49.66301369863014,182.88,70.30676,187.96,5.56,4.72,0.53,0.54,0.7,0.12,1.0,0.0,15,3,
Kristof Midoux,51.726027397260275,185.42,99.79024,0.0,0.7,2.89,0.43,0.49,0.0,0.0,0.0,0.0,6,10,
Keith Mielke,0.0,172.72,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,
Chris Mierzwiak,38.172602739726024,185.42,83.91452,0.0,1.6,1.73,0.61,0.48,2.0,0.28,0.0,1.0,5,3,
Gabriel Miglioli,0.0,172.72,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,
Bojan Mihajlovic,46.054794520547944,180.34,92.98636,185.42000000000002,1.23,5.95,0.35,0.47,0.0,0.0,0.33,0.0,10,6,
Billy Miles,47.97808219178082,177.8,77.11064,0.0,0.0,1.25,0.0,0.33,0.0,0.0,0.0,0.0,2,2,
Pat Miletich,58.12054794520548,177.8,77.11064,0.0,1.79,1.66,0.45,0.63,1.96,1.0,0.54,1.0,29,7,
Curtis Millender,38.37808219178082,187.96,77.11064,193.04,3.86,2.95,0.46,0.61,0.43,1.0,0.57,0.0,17,5,
Phillip Miller,47.16164383561644,180.34,83.91452,0.0,1.61,1.93,0.54,0.5,3.62,0.25,1.0,0.6,16,0,
Jason Miller,45.31780821917808,185.42,83.91452,0.0,1.83,2.3,0.43,0.49,1.31,0.28,0.43,1.3,23,10,
Dan Miller,44.8027397260274,185.42,83.91452,187.96,2.03,3.06,0.36,0.49,1.67,0.54,0.47,1.8,14,8,
Jim Miller,42.635616438356166,172.72,70.30676,180.34,2.92,3.44,0.42,0.56,1.5,0.45,0.48,1.7,38,19,
Cole Miller,41.97808219178082,185.42,65.77083999999999,185.42000000000002,3.0,3.88,0.33,0.59,0.6,0.36,0.38,1.8,21,11,
Henry Miller,56.76712328767123,170.18,122.46984,0.0,1.25,2.16,0.36,0.54,0.55,0.25,0.6,0.0,6,16,
Micah Miller,39.172602739726024,182.88,65.77083999999999,0.0,1.33,2.15,0.33,0.54,0.98,0.37,0.21,2.0,20,8,
Aaron Miller,0.0,175.26,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,10,
Mo Miller,33.68219178082192,172.72,61.23492,182.88,1.87,1.33,0.45,0.6,4.0,0.8,0.0,0.0,6,0,
Juliana Miller,29.93972602739726,170.18,56.699,167.64000000000001,2.65,4.14,0.39,0.44,2.16,0.29,0.44,1.2,5,4,
Ty Miller,25.86027397260274,187.96,77.11064,195.58,7.16,4.65,0.38,0.64,0.0,0.0,0.75,0.0,7,0,
Trent Miller,30.457534246575342,175.26,83.91452,182.88,2.11,11.23,0.2,0.48,0.0,0.0,0.0,0.0,8,3,
Eddy Millis,58.71780821917808,185.42,83.91452,0.0,0.0,3.36,0.0,0.22,0.0,0.0,0.0,7.2,0,2,
Che Mills,43.553424657534244,185.42,77.11064,193.04,2.08,2.87,0.52,0.43,1.18,0.66,0.58,0.0,16,10,
Adam Milstead,38.79178082191781,190.5,92.98636,193.04,3.85,4.79,0.46,0.43,0.0,0.0,0.64,0.0,8,4,
Alberto Mina,43.964383561643835,182.88,77.11064,195.58,3.23,3.7,0.38,0.47,1.85,0.2,0.5,0.0,13,1,
Vitaly Minakov,41.1945205479452,187.96,112.944408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,
Mario Mingaj,27.46301369863014,190.5,83.91452,198.12,1.62,6.49,0.33,0.52,0.0,0.0,0.0,0.0,7,1,
Darrick Minner,35.96986301369863,170.18,65.77083999999999,175.26,2.63,2.28,0.65,0.35,2.4,0.72,0.66,2.7,26,14,
Mike Minniger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
Ikuhisa Minowa,50.271232876712325,175.26,82.100152,0.0,0.88,1.66,0.4,0.49,1.82,0.41,0.05,1.9,60,42,
Carlton Minus,32.97260273972603,177.8,77.11064,190.5,3.5,4.97,0.4,0.5,0.0,0.0,0.58,0.0,10,3,
Stipe Miocic,43.66575342465753,193.04,108.86207999999999,203.2,4.67,4.01,0.52,0.52,1.74,0.34,0.65,0.0,20,5,
Frank Mir,46.90684931506849,190.5,119.748288,200.66,2.18,3.84,0.47,0.38,2.02,0.4,0.54,2.0,18,11,
Juan Miranda,0.0,0.0,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,
Mario Miranda,46.772602739726025,190.5,83.91452,187.96,1.96,2.46,0.54,0.36,1.02,0.6,0.54,0.0,14,7,
Vitor Miranda,47.11232876712329,185.42,83.91452,195.58,2.98,2.95,0.45,0.58,0.95,0.55,0.5,0.2,12,5,
Gabriel Miranda,36.06301369863014,180.34,65.77083999999999,180.34,3.23,6.01,0.43,0.37,4.75,0.38,0.0,1.9,17,8,
Damir Mirenic,51.71780821917808,182.88,83.91452,0.0,0.84,9.86,0.5,0.35,0.0,0.0,0.0,0.0,9,4,
Kazuo Misaki,49.986301369863014,172.72,83.007336,0.0,2.85,2.74,0.4,0.63,0.72,0.38,0.51,0.6,25,11,
Toby Misech,38.11232876712329,172.72,65.77083999999999,0.0,3.27,7.73,0.4,0.46,0.0,0.0,0.0,0.0,9,5,
Dokonjonosuke Mishima,54.00547945205479,170.18,70.30676,0.0,1.06,1.22,0.41,0.52,2.47,0.4,0.25,1.4,21,7,
Felix Lee Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,
David Mitchell,46.487671232876714,182.88,77.11064,190.5,1.74,2.06,0.32,0.55,0.66,0.5,0.29,2.0,22,7,
Danny Mitchell,39.69315068493151,187.96,77.11064,0.0,2.53,2.53,0.49,0.52,0.0,0.0,1.0,3.0,19,9,
Brad Mitchell,51.52876712328767,180.34,65.77083999999999,0.0,1.15,4.2,0.33,0.52,0.0,0.0,1.0,1.9,4,2,
Clay Mitchell,0.0,187.96,83.91452,0.0,1.63,0.0,0.85,0.0,0.0,0.0,1.0,4.1,1,2,
Bryce Mitchell,31.53150684931507,177.8,61.23492,177.8,2.27,1.6,0.59,0.58,3.24,0.36,0.33,1.2,18,4,
Maurice Mitchell,38.8027397260274,175.26,65.77083999999999,0.0,3.8,3.54,0.55,0.6,0.0,0.0,1.0,0.0,11,2,
Terrence Mitchell,36.295890410958904,177.8,61.23492,187.96,2.21,8.85,0.34,0.41,3.69,0.5,0.0,0.0,14,4,
Roman Mitichyan,47.62465753424657,177.8,77.11064,0.0,0.26,2.7,0.16,0.43,1.93,1.0,0.25,1.9,8,3,
Matt Mitrione,47.76438356164383,190.5,120.20188,208.28,3.55,2.79,0.5,0.64,0.0,0.0,0.55,0.7,12,5,
Eiji Mitsuoka,50.3013698630137,170.18,65.77083999999999,0.0,1.49,2.26,0.49,0.45,2.3,0.36,0.2,1.6,18,9,
Hiromitsu Miura,44.57260273972603,175.26,77.11064,180.34,2.12,2.12,0.34,0.58,2.23,0.5,0.69,0.6,12,7,
Jonathan Mix,45.441095890410956,182.88,76.203456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,
Patchy Mix,32.66575342465753,180.34,61.23492,177.8,5.3,7.3,0.43,0.43,2.5,0.62,0.0,0.0,20,3,
Tomoya Miyashita,44.74794520547945,170.18,63.049288,0.0,1.67,0.93,0.65,0.33,4.0,0.8,0.0,2.0,17,9,
Kazuyuki Miyata,50.224657534246575,172.72,63.049288,0.0,2.04,1.82,0.52,0.63,4.31,0.46,0.68,0.0,15,9,
Motoki Miyazawa,40.986301369863014,180.34,76.203456,0.0,1.23,3.91,0.28,0.61,0.0,0.0,0.0,0.0,7,3,
Takeya Mizugaki,42.33972602739726,170.18,61.23492,175.26,3.37,3.27,0.37,0.57,1.46,0.57,0.7,0.1,21,11,
Mizuki,31.65753424657534,160.02,52.16308,165.1,4.45,4.65,0.52,0.49,0.75,0.33,0.8,0.0,16,6,
Tatsuya Mizuno,44.87945205479452,185.42,92.98636,0.0,2.25,3.52,0.37,0.53,1.19,0.25,0.4,3.6,16,12,
Roxanne Modafferi,43.56712328767123,170.18,56.699,175.26,3.35,5.7,0.3,0.51,1.35,0.23,0.3,0.1,25,21,
Bobby Moffett,35.87671232876713,177.8,65.77083999999999,185.42000000000002,3.41,3.15,0.39,0.61,2.74,0.66,0.66,1.4,13,5,
Bronson Mohika,0.0,0.0,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
Nate Mohr,43.12876712328767,175.26,70.30676,182.88,3.79,2.5,0.41,0.74,0.45,0.5,0.71,0.0,9,7,
Renato Moicano,36.90684931506849,180.34,70.30676,182.88,4.17,3.57,0.48,0.59,1.67,0.41,0.62,0.5,20,7,
Thiago Moises,31.065753424657533,175.26,70.30676,177.8,2.48,4.08,0.42,0.53,1.31,0.35,0.52,1.1,19,9,
Muhammad Mokaev,25.706849315068492,170.18,56.699,177.8,1.61,1.35,0.45,0.57,5.29,0.41,0.25,0.8,13,0,
Ashkan Mokhtarian,40.58904109589041,167.64000000000001,56.699,170.18,1.95,3.66,0.43,0.43,0.54,0.16,0.33,0.0,13,3,
Suman Mokhtarian,33.84109589041096,172.72,65.77083999999999,182.88,2.21,6.85,0.43,0.48,0.0,0.0,0.0,0.0,8,5,
Dan Molina,41.843835616438355,177.8,97.975872,0.0,0.0,5.58,0.0,0.6,0.0,0.0,0.0,20.9,13,9,
Jeff Molina,28.745205479452054,167.64000000000001,56.699,175.26,7.25,5.04,0.48,0.55,0.0,0.0,0.66,0.0,11,2,
Rudyard Moncayo,52.92876712328767,177.8,88.45044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,
Hidetaka Monma,52.49315068493151,182.88,76.203456,0.0,1.67,9.76,0.25,0.34,0.0,0.0,0.0,0.0,18,11,
Jeff Monson,55.25753424657534,175.26,112.037224,187.96,0.97,2.87,0.3,0.59,1.06,0.12,0.66,0.7,60,26,
Darrell Montague,38.45479452054794,167.64000000000001,56.699,170.18,1.92,5.38,0.25,0.52,0.72,0.25,0.33,1.4,13,5,
Michelle Montague,32.38904109589041,175.26,61.23492,172.72,2.73,3.2,0.46,0.41,5.0,0.71,0.0,0.0,7,0,
Andrew Montanez,0.0,0.0,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,
Jose Montanha,29.638356164383563,0.0,120.20188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,
Augusto Montano,41.47945205479452,185.42,77.11064,185.42000000000002,3.46,2.66,0.46,0.56,0.0,0.0,0.66,0.0,15,3,
Erick Montano,40.41095890410959,182.88,77.11064,185.42000000000002,2.79,2.06,0.44,0.64,2.29,0.36,0.66,0.0,7,5,
Nicco Montano,37.33424657534247,165.1,61.23492,165.1,5.6,4.43,0.41,0.64,2.25,0.54,0.69,0.4,5,3,
Antonio Monteiro,30.78904109589041,170.18,65.77083999999999,177.8,3.93,8.33,0.49,0.33,1.0,0.33,0.66,1.0,17,5,
Sofia Montenegro,26.824657534246576,167.64000000000001,56.699,170.18,4.27,5.67,0.4,0.48,1.0,0.25,1.0,0.0,6,2,
Alberto Montes,31.876712328767123,170.18,65.77083999999999,175.26,5.26,4.44,0.6,0.6,0.0,0.0,0.77,6.8,12,1,
Steve Montgomery,35.326027397260276,193.04,83.91452,0.0,4.85,4.12,0.39,0.47,0.0,0.0,0.64,0.0,9,5,
James Moontasri,38.01917808219178,177.8,77.11064,180.34,2.39,3.86,0.48,0.4,0.0,0.0,0.79,0.2,9,5,
Homer Moore,54.4,177.8,92.98636,0.0,0.68,0.68,0.5,0.0,5.07,0.66,0.0,0.0,26,9,
Todd Moore,42.3013698630137,175.26,77.11064,180.34,1.83,2.3,0.26,0.57,0.78,0.14,0.54,0.0,16,7,
Nate Moore,43.035616438356165,182.88,77.11064,0.0,2.21,2.87,0.25,0.42,1.23,0.16,0.25,0.0,8,4,
Dustin Moore,0.0,162.56,56.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
Taylor Moore,32.4986301369863,177.8,61.23492,177.8,0.2,2.07,0.75,0.42,0.0,0.0,0.25,0.0,10,5,
Sergio Moraes,43.73972602739726,182.88,77.11064,182.88,2.42,3.73,0.42,0.59,1.2,0.38,0.75,0.4,14,6,
Marlon Moraes,37.97534246575343,167.64000000000001,61.23492,170.18,3.37,4.53,0.4,0.54,0.87,0.41,0.46,0.3,23,10,
Sheymon Moraes,35.515068493150686,172.72,65.77083999999999,182.88,3.0,3.64,0.42,0.63,0.0,0.0,0.53,0.0,11,4,
John Moraga,42.07945205479452,167.64000000000001,56.699,167.64000000000001,2.57,2.55,0.43,0.56,0.62,0.23,0.44,1.1,19,7,
Ricardo Morais,59.153424657534245,203.2,122.46984,0.0,2.86,2.39,0.37,0.53,0.0,0.0,0.0,0.0,10,4,
Leonardo Morales,33.31506849315068,172.72,61.23492,0.0,2.05,2.05,0.47,0.58,0.0,0.0,0.62,0.0,6,2,
Albert Morales,34.895890410958906,175.26,61.23492,182.88,3.81,3.96,0.35,0.56,0.91,0.35,0.7,0.2,7,4,
Joseph Morales,31.649315068493152,167.64000000000001,56.699,175.26,2.0,2.05,0.4,0.57,1.14,0.42,0.26,3.0,15,2,
Vince Morales,35.42739726027397,170.18,61.23492,177.8,3.57,4.0,0.37,0.53,0.59,0.4,0.58,0.5,16,10,
Omar Morales,40.5013698630137,180.34,70.30676,185.42000000000002,3.42,3.18,0.4,0.58,0.46,1.0,0.63,0.0,11,4,
Michael Morales,26.80821917808219,182.88,77.11064,200.66,5.68,3.26,0.49,0.53,1.04,0.41,0.89,0.0,19,0,
Sarah Moras,37.964383561643835,170.18,61.23492,170.18,2.28,3.58,0.34,0.5,0.67,0.21,0.33,0.8,6,8,
Christian Morecraft,39.608219178082194,198.12,117.93392,205.74,2.82,2.46,0.34,0.46,3.26,0.66,0.5,2.2,8,3,
Joe Moreira,64.8082191780822,180.34,88.45044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,
Richardson Moreira,42.04931506849315,187.96,83.91452,0.0,1.17,1.83,0.28,0.67,0.0,0.0,1.0,0.0,7,4,
Gisele Moreira,45.26027397260274,167.64000000000001,61.23492,0.0,5.93,6.33,0.42,0.48,4.0,0.57,0.0,0.0,8,3,
Vinicius Moreira,37.131506849315066,193.04,92.98636,193.04,3.15,5.07,0.59,0.43,1.97,0.18,0.0,1.3,9,5,
Jesse Moreng,46.443835616438356,170.18,65.77083999999999,0.0,1.26,2.08,0.4,0.48,5.56,1.0,1.0,0.0,9,1,
Brandon Moreno,32.35616438356164,170.18,56.699,177.8,3.84,3.64,0.44,0.59,1.36,0.39,0.65,0.4,23,10,
Mike Moreno,0.0,182.88,83.91452,0.0,1.27,1.07,0.51,0.58,0.0,0.0,0.44,0.0,6,5,
Dan Moret,39.40547945205479,182.88,70.30676,185.42000000000002,2.67,3.56,0.43,0.43,1.25,0.27,0.45,0.4,13,6,
Sammy Morgan,44.556164383561644,177.8,77.11064,0.0,1.05,3.74,0.22,0.4,1.43,0.2,0.0,0.5,18,12,
Peggy Morgan,46.342465753424655,185.42,61.23492,0.0,2.27,8.2,0.23,0.33,0.0,0.0,0.5,0.0,4,4,
Alexander Morgan,34.92602739726028,177.8,65.77083999999999,180.34,3.71,2.78,0.44,0.47,0.0,0.0,0.0,0.0,11,5,
Alex Morono,35.66849315068493,180.34,77.11064,182.88,4.9,4.88,0.39,0.55,0.32,0.24,0.47,0.3,24,13,
Maryna Moroz,34.605479452054794,170.18,56.699,170.18,4.42,4.89,0.33,0.51,0.7,0.24,0.42,0.6,11,6,
Sergey Morozov,36.84109589041096,167.64000000000001,61.23492,170.18,3.01,2.97,0.43,0.61,3.63,0.31,0.68,0.0,19,5,
Brad Morris,46.465753424657535,187.96,92.98636,0.0,0.5,6.95,0.62,0.27,0.0,0.0,0.0,0.0,10,6,
Scott Morris,0.0,177.8,95.25431999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,
Anthony Morrison,42.054794520547944,170.18,65.77083999999999,0.0,1.7,0.49,0.33,0.8,0.0,0.0,0.5,0.0,20,12,
Jack Morrison,0.0,180.34,92.98636,0.0,0.0,19.31,0.0,0.4,0.0,0.0,0.0,0.0,0,3,
Harry Moskowitz,0.0,195.57999999999998,124.7378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,12,
Carlos Mota,31.002739726027396,162.56,56.699,175.26,0.8,1.13,0.41,0.54,0.0,0.0,0.5,1.0,8,2,
Miki Motono,31.912328767123288,157.48000000000002,52.16308,160.02,1.27,4.2,0.27,0.57,3.0,0.3,0.0,1.0,8,5,
Juan Mott,60.37534246575343,182.88,86.18248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,
Nikolas Motta,33.18356164383562,175.26,70.30676,177.8,4.13,5.28,0.38,0.52,0.0,0.0,0.83,0.0,15,6,
Flavio Luiz Moura,50.23287671232877,180.34,83.007336,0.0,0.67,0.0,0.16,0.0,0.0,0.0,0.0,0.0,19,7,
Eduarda Moura,32.12876712328767,167.64000000000001,56.699,170.18,2.57,2.5,0.37,0.58,3.58,0.34,0.8,0.4,12,2,
Gegard Mousasi,40.71232876712329,187.96,83.91452,193.04,3.75,1.21,0.5,0.68,1.59,0.6,0.59,1.1,42,6,
Kris Moutinho,33.68493150684932,170.18,61.23492,172.72,3.35,9.36,0.33,0.3,0.0,0.0,0.3,0.0,14,8,
Kin Moy,0.0,165.1,61.23492,0.0,2.3,1.93,0.33,0.62,1.67,0.42,0.5,1.7,8,3,
Jamie Moyle,37.084931506849315,154.94,52.16308,165.1,4.51,4.0,0.51,0.65,1.0,0.21,0.5,0.0,4,3,
Askar Mozharov,31.471232876712328,190.5,92.98636,187.96,0.43,4.07,0.18,0.13,0.0,0.0,0.33,0.0,19,13,
Garrett Mueller,37.21369863013699,175.26,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,
Lauren Mueller,34.41917808219178,165.1,56.699,170.18,4.08,3.77,0.41,0.58,0.7,0.5,0.71,0.0,5,3,
Belal Muhammad,37.772602739726025,180.34,77.11064,182.88,4.43,3.82,0.43,0.55,2.14,0.36,0.9,0.1,24,5,
Fazlo Mulabitinovic,0.0,0.0,61.23492,0.0,0.54,0.0,0.16,1.0,0.0,0.0,0.0,8.0,4,2,
Quinn Mulhern,41.57534246575342,190.5,70.30676,0.0,1.48,2.09,0.28,0.51,1.36,0.2,0.33,0.0,18,4,
James Mulheron,38.156164383561645,177.8,110.222856,185.42000000000002,2.4,3.47,0.31,0.42,0.0,0.0,0.25,0.0,11,2,
Jamie Mullarkey,31.663013698630138,182.88,70.30676,187.96,4.1,4.28,0.46,0.54,2.46,0.3,0.7,0.1,18,9,
Jim Mullen,0.0,185.42,97.52228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
Melissa Mullins,34.73424657534247,170.18,61.23492,172.72,3.71,4.39,0.5,0.52,2.03,0.42,0.85,0.0,7,2,
Ananias Mulumba,27.572602739726026,165.1,65.77083999999999,177.8,6.1,5.96,0.44,0.52,0.0,0.0,1.0,2.1,9,3,
Pedro Munhoz,39.61095890410959,167.64000000000001,61.23492,165.1,5.38,6.29,0.41,0.55,0.48,0.16,0.82,0.5,20,10,
Andre Muniz,36.16164383561644,185.42,83.91452,198.12,2.08,2.46,0.48,0.51,3.98,0.48,0.35,1.1,24,8,
Mark Munoz,48.19178082191781,182.88,83.91452,180.34,3.12,2.26,0.51,0.57,3.17,0.29,0.57,0.6,14,6,
Alexander Munoz,36.134246575342466,175.26,70.30676,182.88,3.7,4.73,0.42,0.55,3.0,0.4,1.0,0.0,7,2,
Johnny Munoz,33.16164383561644,175.26,61.23492,180.34,2.44,2.66,0.36,0.55,2.4,0.25,0.45,1.8,12,4,
Andy Murad,0.0,175.26,83.91452,0.0,2.6,2.87,0.76,0.32,1.0,0.2,0.42,0.0,15,2,
Olivier Murad,32.31780821917808,177.8,65.77083999999999,182.88,2.6,2.2,0.36,0.61,1.0,1.0,0.55,0.0,6,0,
Makhmud Muradov,36.18630136986302,187.96,83.91452,190.5,4.21,2.57,0.43,0.61,3.03,0.66,0.77,0.2,26,8,
Kazunari Murakami,52.391780821917806,185.42,99.79024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,
Ryuichi Murata,49.64657534246575,172.72,83.007336,0.0,0.84,1.89,0.36,0.5,4.74,0.5,1.0,3.2,8,3,
Kanako Murata,32.68219178082192,154.94,52.16308,157.48,2.15,2.4,0.56,0.53,3.38,0.56,1.0,0.8,12,3,
Ailiya Muratbek,0.0,0.0,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,
Vince Murdock,35.07397260273972,167.64000000000001,65.77083999999999,162.56,1.21,7.17,0.21,0.4,0.0,0.0,0.0,0.0,12,4,imagenes/Vince Murdock.png
Samandar Murodov,26.63013698630137,185.42,77.11064,190.5,1.5,0.5,0.75,0.44,6.01,0.66,0.0,1.5,11,0,
Tom Murphy,51.41917808219178,187.96,102.965384,0.0,2.5,0.17,0.71,0.84,7.51,0.85,0.0,2.5,8,0,
Ian Murphy,40.843835616438355,185.42,83.91452,0.0,0.0,1.93,0.0,0.3,4.13,1.0,0.0,0.0,1,1,
Jon Murphy,48.6958904109589,190.5,117.93392,0.0,3.93,8.85,0.66,0.43,0.0,0.0,0.0,0.0,6,4,
Lauren Murphy,42.728767123287675,165.1,56.699,170.18,3.94,5.19,0.38,0.56,1.09,0.24,0.67,0.2,16,7,
Patrick Murphy,0.0,182.88,77.11064,0.0,3.4,0.8,0.66,0.42,0.0,0.0,0.5,1.0,5,3,
Lerone Murphy,34.73698630136986,175.26,65.77083999999999,185.42000000000002,4.48,2.51,0.53,0.61,1.41,0.54,0.51,0.5,17,0,
Lee Murray,48.602739726027394,190.5,83.91452,0.0,0.36,3.28,0.15,0.32,0.9,1.0,0.42,1.8,8,2,
Jesse Murray,33.21917808219178,190.5,92.98636,198.12,2.38,7.72,0.28,0.43,0.0,0.0,0.0,0.0,8,4,
Khalid Murtazaliev,32.75342465753425,182.88,83.91452,193.04,4.8,0.4,0.69,0.78,7.5,1.0,0.33,0.0,14,2,
Azamat Murzakanov,37.013698630136986,177.8,92.98636,180.34,4.7,2.86,0.57,0.6,0.55,0.15,0.87,0.0,16,0,
Josias Musasa,27.512328767123286,172.72,61.23492,187.96,3.19,4.39,0.45,0.36,0.9,0.5,0.81,0.5,8,2,
Tofiq Musayev,36.33698630136986,175.26,70.30676,175.26,0.44,0.44,0.33,0.71,0.0,0.0,0.4,0.0,22,6,
Nicholas Musoke,40.035616438356165,182.88,77.11064,190.5,3.56,3.8,0.35,0.57,1.16,0.19,0.82,0.2,13,5,
Andre Mussi,0.0,190.5,109.76926399999999,0.0,0.0,10.59,0.0,0.35,0.0,0.0,0.0,0.0,11,5,
Magomed Mustafaev,37.706849315068496,172.72,70.30676,180.34,2.59,2.68,0.58,0.41,3.31,0.5,0.23,0.4,14,4,
Max Mustaki,38.443835616438356,182.88,70.30676,0.0,8.2,13.0,0.5,0.45,0.0,0.0,0.0,0.0,6,3,
Elvis Mutapcic,39.74794520547945,182.88,83.91452,182.88,3.41,4.27,0.4,0.38,0.0,0.0,0.81,0.0,15,6,
Fiona Muxlow,48.93698630136986,162.56,65.77083999999999,0.0,1.44,5.45,0.27,0.34,0.0,0.0,0.0,0.0,6,3,
Ho Bae Myeon,39.46027397260274,180.34,76.203456,0.0,3.16,3.16,0.16,0.83,0.0,0.0,0.0,0.0,13,5,
Katsuhiko Nagata,52.47123287671233,170.18,69.853168,0.0,1.05,1.5,0.19,0.63,0.98,0.28,0.28,0.0,6,7,
Yuji Nagata,57.99452054794521,182.88,102.0582,0.0,1.45,14.46,0.4,0.04,0.0,0.0,0.0,0.0,0,2,
Greg Nagy,42.5013698630137,185.42,95.25431999999999,0.0,0.41,2.69,0.5,0.37,0.0,0.0,0.0,1.2,1,3,
